Idade,Curso_Tecnico,Anos_Para_Formar,Gosta_Matematica,Gosta_Programacao,Gosta_Biologia,Gosta_Fisica,Gosta_Quimica,Gosta_Arte_Design,Gosta_Comunicacao,Gosta_Negocios,Gosta_Historia,Gosta_Geografia,Graduacao_Indicada
46,Sim,3,4,3,5,3,4,4,3,1,5,2,Odontologia
48,Sim,4,1,4,1,2,3,4,2,5,3,1,Administração
24,Não,6,5,4,1,5,3,3,1,4,1,1,Administração
26,Não,7,4,5,4,3,1,4,2,1,3,4,Design
48,Não,6,5,5,3,2,5,2,2,3,1,3,Licenciatura em Matemática
44,Sim,3,3,3,1,5,1,3,2,4,2,3,Administração
33,Sim,3,2,3,5,3,5,2,2,1,2,3,Medicina
47,Não,4,4,3,3,4,5,3,1,5,2,4,Administração
24,Não,3,3,3,5,5,3,4,1,1,2,4,Medicina
41,Não,7,5,5,5,3,4,5,5,2,2,1,Odontologia
25,Não,3,4,1,5,1,2,1,5,4,4,4,Direito
18,Sim,6,3,1,2,1,3,3,5,2,1,1,Administração
31,Não,7,4,1,5,5,2,5,2,1,4,1,Design
19,Sim,3,3,5,2,3,1,5,3,5,4,4,Ciência da Computação
20,Não,5,3,1,1,4,4,4,2,4,3,1,Administração
30,Sim,5,5,1,5,5,1,2,1,2,1,1,Educação Física
41,Sim,6,2,5,4,5,4,3,3,5,4,5,Odontologia
26,Sim,4,1,2,4,4,3,1,2,5,5,4,Medicina
37,Sim,4,3,3,2,2,2,5,3,5,5,4,Administração
28,Não,3,2,3,2,2,4,4,2,4,2,3,Administração
43,Sim,7,1,2,3,4,5,2,1,5,3,2,Administração
18,Sim,4,5,4,5,4,3,4,3,2,3,2,Engenharia
29,Não,5,4,1,5,3,3,5,4,5,2,4,Medicina
48,Não,4,2,2,5,4,4,4,3,5,3,3,Odontologia
47,Não,5,4,1,5,1,4,1,2,5,4,1,Odontologia
32,Não,4,4,2,3,1,1,4,4,2,3,2,Direito
48,Sim,6,1,3,1,2,3,5,1,5,1,5,Administração
48,Não,7,2,1,2,1,5,1,2,1,3,3,Comunicação Social
50,Sim,3,3,5,2,1,2,4,1,4,4,4,Administração
27,Não,5,1,3,4,3,5,1,1,4,3,1,Medicina
26,Sim,4,2,3,5,2,2,3,3,3,3,1,Psicologia
31,Não,3,3,3,2,3,1,1,4,5,4,5,Direito
33,Não,5,4,1,4,5,4,1,5,3,2,2,Medicina
34,Não,5,5,4,3,1,2,1,1,2,4,1,Educação Física
25,Não,6,5,2,4,1,5,4,4,1,1,2,Medicina
41,Sim,4,1,2,5,3,4,4,4,1,5,2,Odontologia
30,Não,3,3,5,4,5,5,2,5,1,3,2,Medicina
41,Sim,4,3,4,5,1,1,1,5,5,5,5,Direito
38,Sim,4,5,3,3,4,1,1,2,4,4,1,Administração
46,Não,7,3,2,3,3,5,3,1,4,3,3,Administração
36,Não,5,2,1,3,2,5,5,5,2,3,3,Direito
37,Sim,5,2,3,4,5,5,4,5,2,5,1,Odontologia
48,Sim,7,5,3,5,1,2,2,3,3,1,3,Psicologia
37,Sim,7,4,4,2,1,3,3,1,5,3,4,Administração
48,Sim,4,4,4,5,2,3,2,2,4,5,3,Administração
46,Sim,5,4,2,4,1,3,3,4,1,4,2,Direito
28,Não,3,5,2,3,4,2,4,1,4,5,2,Administração
34,Não,6,1,3,1,4,3,5,5,5,5,2,Direito
37,Sim,7,3,5,2,5,3,1,1,1,2,3,Medicina
29,Não,3,2,3,5,4,3,4,3,3,5,2,Medicina
37,Sim,3,2,1,5,5,5,3,5,1,1,2,Odontologia
24,Não,4,1,5,1,5,2,4,4,4,5,5,Direito
23,Sim,7,3,2,3,3,5,2,2,5,3,5,Administração
39,Não,3,4,5,1,1,5,4,3,2,2,1,Design
48,Não,6,2,5,3,1,4,5,3,5,2,4,Administração
27,Sim,3,4,2,5,4,2,3,3,3,2,3,Engenharia
38,Não,6,4,1,3,1,1,4,2,1,3,2,Design
38,Sim,6,5,1,2,5,2,3,5,2,5,2,Direito
41,Sim,6,5,4,4,5,3,1,3,2,5,1,Psicologia
38,Não,7,3,4,4,2,1,5,3,1,3,5,Design
44,Sim,6,2,1,3,1,5,3,2,5,5,3,Administração
45,Não,7,5,1,5,1,2,1,1,1,3,2,Licenciatura em Matemática
29,Não,3,3,4,5,4,3,5,2,5,1,4,Medicina
34,Sim,6,1,4,3,4,1,2,4,2,5,2,Direito
18,Não,5,4,1,1,3,4,3,4,5,1,1,Administração
45,Sim,3,2,2,1,4,4,3,5,1,3,5,Direito
37,Sim,5,2,1,1,5,2,5,4,4,5,4,Direito
31,Não,5,3,2,5,5,4,1,3,3,2,1,Medicina
43,Sim,4,5,2,3,1,3,2,2,5,5,1,Administração
47,Não,7,4,2,3,2,1,3,4,5,2,4,Administração
31,Não,4,4,4,5,1,2,4,3,3,5,1,Design
39,Sim,7,2,3,3,2,3,2,5,5,3,1,Direito
40,Não,4,2,1,2,4,2,4,2,3,2,5,Design
29,Sim,3,4,5,1,3,4,5,2,5,5,3,Ciência da Computação
38,Sim,5,1,5,3,3,3,3,1,5,4,3,Administração
49,Sim,3,3,1,5,3,4,1,5,4,2,3,Odontologia
19,Sim,7,1,2,3,4,4,3,4,3,1,4,Educação Física
35,Não,5,5,4,5,2,3,4,5,2,2,4,Design
39,Sim,5,1,4,3,1,1,2,4,2,5,5,Direito
45,Sim,7,1,2,4,3,5,5,3,1,3,5,Odontologia
46,Sim,3,5,1,2,1,1,1,2,3,2,3,Licenciatura em Matemática
41,Não,5,3,5,4,3,1,4,5,5,3,5,Direito
24,Não,3,4,4,3,2,1,1,3,2,2,1,Educação Física
32,Sim,3,1,2,5,4,2,2,3,1,2,4,Psicologia
24,Não,3,3,4,3,2,5,5,3,4,3,5,Administração
17,Não,5,5,2,5,2,2,5,5,1,1,3,Design
21,Sim,6,3,4,1,5,2,5,5,5,3,2,Ciência da Computação
19,Sim,4,1,5,1,3,4,3,5,1,1,1,Direito
17,Não,7,4,4,3,2,2,4,5,2,1,1,Design
20,Não,3,5,1,1,5,1,1,5,5,5,3,Direito
48,Não,5,5,3,3,1,1,2,2,4,3,4,Administração
50,Sim,7,1,2,1,2,4,3,1,2,1,2,Comunicação Social
41,Não,6,3,3,2,4,5,4,5,4,2,5,Administração
26,Não,6,4,5,4,5,3,5,2,5,4,1,Medicina
37,Não,5,5,5,1,4,3,1,4,4,3,4,Direito
43,Não,3,1,3,2,5,5,5,4,1,3,5,Direito
43,Sim,6,1,5,4,3,5,3,2,1,3,4,Odontologia
18,Sim,6,2,5,5,1,2,4,2,1,2,1,Design
29,Sim,6,2,2,4,4,2,1,4,4,1,1,Administração
25,Não,5,3,2,4,2,2,4,4,5,4,1,Direito
38,Sim,7,1,2,2,1,1,2,5,1,3,5,Direito
42,Não,4,3,1,3,1,5,5,1,5,1,5,Administração
28,Não,5,3,1,2,2,5,2,1,2,3,3,Psicologia
33,Sim,3,4,1,4,4,2,4,3,2,2,4,Design
30,Não,5,2,1,4,4,5,3,4,5,5,3,Medicina
30,Não,5,3,3,2,3,1,1,1,2,3,4,Psicologia
50,Não,4,4,2,1,5,5,1,1,3,5,4,Licenciatura em Matemática
36,Sim,4,4,5,4,1,3,3,5,3,2,2,Psicologia
27,Sim,4,2,4,4,1,1,4,5,3,1,5,Design
32,Sim,7,2,1,5,3,2,4,2,5,2,4,Administração
47,Sim,5,1,5,3,5,4,1,5,2,2,3,Psicologia
22,Sim,3,3,2,2,5,3,4,4,4,5,3,Direito
35,Sim,4,4,3,4,5,1,1,5,5,3,5,Direito
20,Sim,4,1,5,1,2,4,1,2,2,3,3,Odontologia
20,Sim,5,3,4,1,3,1,2,5,2,1,2,Ciência da Computação
36,Sim,3,3,5,5,2,3,1,4,5,5,1,Direito
26,Sim,4,1,2,1,5,5,1,5,4,2,2,Administração
40,Não,5,4,5,2,2,2,3,5,1,3,5,Direito
42,Sim,6,1,3,1,1,1,5,3,3,4,1,Design
37,Não,7,3,2,5,2,2,2,5,4,3,1,Direito
37,Não,5,1,1,5,2,1,4,3,5,3,1,Administração
26,Sim,4,1,2,1,4,1,4,4,1,3,5,Direito
20,Sim,3,3,5,4,3,4,4,2,1,5,4,Ciência da Computação
36,Não,6,2,4,1,5,3,2,2,3,5,1,Licenciatura em História
33,Sim,3,4,2,5,3,1,2,1,3,1,1,Educação Física
23,Sim,3,3,2,4,1,4,5,3,2,3,4,Medicina
20,Não,3,2,2,5,5,3,3,1,2,5,2,Medicina
45,Sim,5,1,2,4,1,3,5,3,2,2,3,Design
30,Sim,5,2,5,1,2,1,3,4,3,1,5,Comunicação Social
19,Não,7,3,1,3,4,3,3,5,3,5,3,Direito
40,Não,6,3,4,2,5,3,5,3,4,1,1,Administração
32,Não,3,1,2,4,1,5,3,3,2,4,2,Medicina
20,Sim,4,3,4,5,2,2,3,3,1,5,1,Ciência da Computação
40,Não,3,5,5,5,5,5,3,1,4,5,5,Odontologia
50,Sim,6,2,1,3,5,3,4,2,5,2,5,Administração
46,Sim,3,5,2,5,3,5,2,2,2,1,2,Odontologia
34,Sim,5,5,1,5,5,5,3,2,1,1,1,Medicina
35,Não,5,2,2,5,1,4,3,4,4,3,4,Odontologia
47,Sim,6,3,2,4,4,2,1,3,1,4,3,Psicologia
35,Sim,7,2,3,4,5,1,2,2,2,4,4,Educação Física
35,Não,3,1,4,2,1,1,2,3,1,5,5,Licenciatura em História
38,Não,6,5,1,3,2,4,5,5,2,4,4,Direito
40,Sim,4,5,4,1,2,1,3,2,1,4,1,Licenciatura em Matemática
28,Não,4,3,4,3,5,5,2,2,5,3,5,Administração
46,Sim,7,2,4,2,4,3,1,2,4,5,4,Administração
47,Sim,5,4,1,4,5,5,2,3,2,2,3,Odontologia
35,Sim,6,3,2,4,3,5,3,5,4,4,4,Odontologia
46,Não,3,3,2,3,5,4,5,4,2,1,4,Design
49,Não,6,3,2,1,3,2,5,4,1,1,2,Design
34,Sim,7,2,2,4,3,5,4,3,5,2,5,Medicina
44,Sim,6,3,2,4,3,4,5,1,1,2,4,Odontologia
27,Sim,7,1,2,3,3,4,1,2,5,4,3,Administração
49,Sim,7,1,5,3,3,3,5,2,1,4,2,Design
33,Não,7,5,5,1,2,4,4,5,4,2,5,Administração
22,Não,6,5,2,1,5,5,2,3,2,4,1,Ciência da Computação
20,Não,4,2,1,3,5,1,4,2,2,2,1,Design
36,Não,3,4,4,1,3,1,2,2,5,1,4,Administração
43,Não,7,5,4,2,3,5,4,3,4,5,3,Administração
31,Sim,5,5,1,3,3,1,1,1,3,5,4,Educação Física
22,Não,7,5,5,5,5,3,5,5,3,1,3,Medicina
30,Sim,6,5,4,1,3,2,1,3,3,5,3,Comunicação Social
27,Sim,7,3,5,3,3,4,1,2,3,2,4,Ciência da Computação
25,Não,5,5,3,5,4,2,5,2,1,2,3,Design
42,Não,4,2,4,2,5,1,1,1,5,2,1,Administração
32,Sim,6,3,3,2,4,2,3,1,2,2,5,Licenciatura em Geografia
21,Sim,6,3,3,4,1,3,1,5,5,2,2,Medicina
26,Sim,6,2,3,5,4,1,4,1,3,5,3,Design
19,Não,5,4,3,5,4,4,1,3,3,3,1,Medicina
29,Não,6,5,2,5,1,5,5,1,4,4,3,Medicina
46,Não,4,1,2,2,4,3,3,5,5,3,5,Direito
22,Não,3,4,1,4,4,1,5,4,4,1,3,Administração
33,Sim,3,5,4,2,3,3,2,4,4,5,1,Direito
35,Não,7,1,1,3,1,5,5,1,2,1,2,Design
42,Sim,3,3,3,5,3,4,1,3,4,3,4,Odontologia
21,Não,5,3,1,5,2,2,2,1,3,3,1,Educação Física
45,Não,3,3,2,4,5,3,5,2,3,4,3,Design
36,Não,5,5,5,4,4,5,3,1,1,1,2,Odontologia
37,Sim,5,2,5,5,2,3,2,5,3,5,2,Direito
26,Sim,7,3,5,2,1,5,4,2,5,3,4,Ciência da Computação
21,Não,3,3,5,4,2,3,2,5,5,5,4,Medicina
22,Sim,7,3,5,5,1,5,2,5,3,4,5,Ciência da Computação
42,Sim,6,5,4,3,1,2,1,2,5,1,3,Administração
20,Não,4,1,3,4,1,3,5,5,3,5,1,Medicina
17,Não,3,4,2,1,4,2,2,1,2,2,4,Comunicação Social
40,Sim,6,3,5,3,1,5,2,4,5,1,1,Administração
22,Não,6,4,4,5,4,3,2,1,1,4,3,Medicina
47,Sim,7,2,2,4,2,3,5,1,1,5,3,Design
36,Sim,7,2,5,4,2,5,3,4,2,5,3,Odontologia
40,Não,4,2,3,2,4,2,5,5,1,2,4,Design
41,Sim,4,3,1,5,2,5,3,1,4,4,3,Odontologia
37,Não,4,4,3,1,3,4,2,3,3,1,4,Licenciatura em Matemática
46,Sim,4,1,3,5,2,5,5,4,4,5,1,Odontologia
40,Sim,7,5,5,4,3,2,5,5,4,2,2,Administração
46,Sim,5,4,1,4,2,4,5,4,4,4,1,Odontologia
38,Sim,7,5,1,1,2,4,2,5,2,5,5,Direito
44,Sim,5,4,2,3,1,4,2,4,3,3,4,Direito
23,Sim,7,3,4,5,3,4,3,2,3,5,3,Ciência da Computação
44,Não,7,1,2,5,4,3,3,4,2,1,4,Psicologia
30,Sim,4,3,5,5,1,1,5,4,1,4,1,Direito
26,Sim,5,2,1,2,3,5,4,3,2,3,3,Design
32,Sim,6,1,3,1,1,4,1,4,1,2,5,Licenciatura em Geografia
32,Não,6,4,3,3,5,3,2,1,4,2,2,Administração
47,Sim,6,3,4,5,1,2,1,5,2,1,2,Psicologia
41,Sim,4,5,5,3,4,4,1,3,2,4,4,Psicologia
29,Sim,6,3,5,3,5,4,1,2,3,4,2,Ciência da Computação
22,Não,7,3,2,3,4,2,3,3,5,3,5,Administração
25,Não,4,4,1,4,4,1,2,1,5,2,4,Administração
36,Não,6,4,1,5,3,1,4,5,1,4,3,Direito
34,Sim,4,2,4,5,2,3,4,3,2,2,3,Medicina
37,Sim,7,1,3,5,1,2,4,5,4,5,3,Direito
20,Sim,4,3,2,1,4,1,5,4,2,1,2,Design
49,Não,6,5,4,2,5,4,2,2,2,2,2,Licenciatura em Matemática
43,Sim,4,4,1,2,3,4,3,2,3,1,3,Licenciatura em Matemática
23,Não,3,4,2,2,1,5,3,3,4,4,5,Administração
22,Não,6,2,5,2,1,5,5,3,4,3,3,Administração
31,Sim,7,1,3,4,3,1,3,1,5,1,5,Administração
34,Sim,5,2,1,1,1,5,2,1,4,3,5,Administração
48,Não,4,4,1,1,2,3,5,2,5,1,5,Administração
27,Sim,4,5,4,4,2,5,4,5,4,5,3,Ciência da Computação
36,Não,6,2,3,5,1,3,1,3,2,3,3,Psicologia
40,Não,6,3,1,4,1,4,4,3,1,1,3,Odontologia
31,Sim,3,4,1,2,3,1,1,4,4,5,4,Direito
23,Sim,7,4,1,1,5,3,2,5,5,1,3,Engenharia
37,Sim,4,2,4,4,4,1,2,3,1,2,3,Psicologia
42,Sim,4,5,1,2,4,5,2,3,4,4,2,Administração
30,Sim,5,2,4,2,5,3,3,5,1,3,5,Direito
37,Sim,4,5,5,3,1,2,2,3,1,5,4,Psicologia
34,Sim,4,4,5,5,4,5,5,5,3,4,2,Medicina
21,Não,3,2,5,5,2,1,3,1,4,4,4,Administração
19,Sim,5,1,5,5,3,5,3,5,3,3,2,Medicina
39,Sim,4,2,2,1,5,4,3,4,5,1,3,Administração
42,Sim,4,2,2,1,4,2,3,2,3,3,3,Medicina
40,Sim,7,1,5,1,5,1,4,5,3,3,1,Direito
35,Não,4,1,5,1,1,2,2,4,2,1,4,Licenciatura em Geografia
41,Sim,3,3,3,2,4,2,4,4,4,3,4,Direito
37,Não,4,1,1,5,5,2,5,3,2,5,5,Design
28,Não,4,5,3,1,4,1,5,4,5,4,4,Direito
49,Não,6,3,3,5,4,4,4,4,1,4,1,Odontologia
20,Não,4,5,3,2,4,2,5,1,5,4,4,Administração
23,Não,5,3,3,1,5,2,4,2,3,2,3,Design
38,Sim,6,3,3,3,3,3,3,1,4,2,3,Administração
49,Não,5,5,3,4,3,5,3,2,2,3,3,Odontologia
33,Não,5,4,5,1,5,1,1,1,3,4,4,Licenciatura em Matemática
40,Sim,3,4,3,1,2,1,3,2,1,1,2,Licenciatura em Matemática
50,Não,4,2,2,3,1,5,4,1,1,1,3,Design
44,Sim,5,4,1,2,5,4,5,5,1,4,3,Direito
38,Sim,4,2,2,4,2,3,4,2,5,3,3,Administração
33,Sim,4,4,4,2,5,3,3,5,1,3,5,Direito
50,Sim,3,2,2,3,1,1,1,3,4,3,2,Administração
22,Não,3,2,4,1,5,3,4,4,5,5,4,Direito
22,Não,5,1,5,4,4,5,4,3,3,4,5,Medicina
50,Não,5,2,4,2,5,2,3,5,3,4,5,Direito
17,Sim,6,5,3,1,2,1,2,4,3,5,1,Direito
26,Sim,4,5,3,5,5,1,3,2,1,2,4,Engenharia
37,Sim,4,2,3,3,3,1,3,3,2,2,5,Psicologia
21,Não,3,5,4,2,5,3,1,3,5,5,5,Administração
18,Sim,3,4,4,5,2,1,5,5,5,1,3,Ciência da Computação
38,Não,5,5,4,2,5,1,2,5,4,4,1,Direito
18,Não,6,1,1,2,3,4,2,5,3,1,3,Administração
26,Sim,6,5,1,5,5,1,5,4,1,1,1,Engenharia
50,Sim,3,4,1,3,1,5,5,4,1,3,3,Direito
32,Sim,3,4,3,3,3,3,3,4,1,5,4,Direito
38,Sim,6,2,5,5,1,1,5,1,1,5,4,Design
28,Sim,6,3,2,3,3,5,2,2,1,4,5,Educação Física
40,Não,5,4,1,4,2,3,1,4,3,2,1,Psicologia
26,Não,6,2,2,4,5,3,4,3,3,2,3,Medicina
48,Sim,4,2,1,1,5,1,5,2,5,4,5,Administração
23,Sim,6,5,4,5,1,3,5,3,4,2,4,Ciência da Computação
37,Sim,7,5,4,4,3,5,2,2,1,3,4,Odontologia
36,Não,6,2,3,2,2,4,3,4,2,1,5,Comunicação Social
42,Não,3,1,3,3,3,2,1,4,5,3,5,Direito
20,Não,3,2,2,4,4,1,2,1,4,3,3,Administração
38,Não,7,5,3,4,1,3,1,5,5,1,5,Administração
31,Sim,4,4,5,5,3,4,5,4,3,1,4,Medicina
37,Não,6,1,5,2,1,5,4,3,5,2,3,Administração
31,Não,6,3,5,4,4,3,1,3,3,3,4,Medicina
38,Sim,7,4,3,2,3,5,4,5,1,5,1,Direito
44,Sim,5,5,1,3,3,2,2,5,3,1,1,Psicologia
30,Não,5,4,2,3,1,3,1,3,3,1,4,Psicologia
43,Sim,4,4,2,3,4,2,2,4,2,5,3,Direito
44,Sim,6,5,2,1,2,5,5,5,2,5,4,Direito
42,Sim,6,4,1,5,5,2,5,4,5,5,5,Direito
18,Não,6,2,3,3,1,4,1,1,1,5,1,Educação Física
41,Não,3,1,1,1,1,4,4,3,1,2,2,Design
19,Sim,5,5,4,1,5,5,2,3,3,2,5,Engenharia
24,Sim,7,1,1,5,3,3,2,3,5,3,2,Medicina
49,Não,3,2,3,3,1,5,3,1,5,3,4,Administração
22,Não,3,5,1,5,2,2,2,3,1,2,2,Educação Física
39,Sim,5,2,3,5,4,1,1,1,5,2,1,Administração
41,Sim,6,3,1,4,3,1,3,3,4,2,4,Administração
35,Não,4,3,1,5,1,4,2,1,4,1,1,Odontologia
21,Sim,7,3,2,1,2,4,2,1,5,2,5,Administração
27,Não,5,1,2,3,5,1,1,3,2,5,1,Psicologia
28,Sim,4,3,2,5,3,2,2,1,5,5,1,Administração
26,Não,5,3,3,1,2,5,1,2,4,2,2,Administração
24,Sim,5,2,5,3,1,3,3,1,5,4,2,Administração
40,Não,5,4,5,2,5,1,2,1,2,2,4,Licenciatura em Matemática
44,Sim,5,4,5,1,1,2,3,4,5,1,3,Administração
37,Sim,6,3,5,2,4,5,5,2,3,3,1,Design
24,Sim,3,4,3,2,1,1,2,4,5,2,1,Administração
25,Sim,5,3,2,4,5,3,3,5,2,3,1,Medicina
31,Não,4,3,2,2,4,5,4,2,4,2,1,Administração
34,Sim,4,1,2,1,4,2,4,4,5,1,2,Administração
36,Não,4,5,3,5,3,3,1,5,4,5,3,Direito
22,Não,3,4,1,3,1,1,4,1,4,2,1,Administração
28,Sim,3,3,4,4,3,4,3,4,4,1,1,Ciência da Computação
18,Não,4,4,3,3,5,4,2,2,5,4,3,Administração
23,Sim,6,1,1,1,3,2,1,3,4,5,3,Administração
32,Não,3,1,2,5,3,4,1,4,4,1,1,Medicina
19,Sim,3,3,2,2,5,5,5,3,1,1,3,Design
19,Sim,6,4,5,2,4,4,1,5,2,3,3,Engenharia
43,Não,5,4,5,1,1,4,5,2,1,1,5,Design
49,Não,3,4,1,1,3,5,4,1,5,4,3,Administração
44,Sim,4,1,4,3,2,2,4,1,2,4,4,Design
17,Não,4,2,1,3,4,1,4,5,5,5,1,Direito
24,Sim,6,2,1,3,3,2,1,4,2,5,2,Direito
48,Sim,4,4,4,2,2,4,3,4,5,1,4,Administração
20,Não,7,4,1,1,5,2,5,3,3,2,5,Design
46,Sim,4,5,1,4,3,1,5,3,1,2,5,Design
22,Não,6,3,3,2,1,5,1,3,3,3,4,Licenciatura em Matemática
35,Sim,6,1,4,4,4,5,3,3,1,2,2,Odontologia
48,Sim,6,5,2,3,3,5,1,1,5,4,3,Administração
25,Sim,7,4,5,3,1,2,5,2,1,4,3,Ciência da Computação
28,Não,3,2,2,1,3,4,3,2,5,5,1,Administração
27,Sim,5,2,2,5,2,5,4,1,5,5,3,Medicina
32,Sim,4,5,5,5,4,4,4,3,5,4,3,Medicina
17,Não,3,2,5,3,1,3,4,2,5,4,5,Administração
37,Sim,6,2,1,5,1,5,2,4,5,4,4,Odontologia
46,Não,3,3,4,5,5,1,2,1,5,4,1,Administração
29,Não,3,4,5,3,4,4,4,4,3,1,4,Design
50,Não,7,5,4,1,3,3,5,2,5,1,3,Administração
20,Sim,6,1,1,2,2,5,3,5,1,1,1,Psicologia
44,Não,6,1,2,5,3,4,5,4,5,5,1,Odontologia
47,Sim,4,4,5,4,2,4,2,2,5,2,2,Odontologia
43,Não,4,1,5,5,5,3,3,4,5,3,4,Direito
21,Sim,4,2,1,2,1,1,3,2,1,2,5,Educação Física
41,Não,4,3,4,2,2,2,1,1,4,2,3,Administração
19,Não,3,5,4,2,1,1,4,1,1,5,1,Design
49,Não,3,5,3,2,1,2,5,3,5,4,3,Administração
20,Sim,4,2,2,4,3,1,3,3,2,1,1,Educação Física
41,Não,4,4,3,1,2,1,3,2,2,2,5,Licenciatura em Matemática
36,Sim,4,3,4,2,2,5,1,4,5,5,2,Direito
50,Sim,5,1,3,2,1,4,4,3,2,4,4,Design
42,Sim,4,5,4,4,2,1,4,3,3,4,3,Design
21,Sim,5,5,5,5,4,4,2,1,2,3,3,Engenharia
44,Sim,4,4,1,5,5,4,5,1,5,2,5,Odontologia
45,Sim,6,3,3,4,4,4,5,5,4,5,1,Odontologia
25,Não,7,1,5,5,3,4,1,1,2,1,2,Medicina
22,Não,3,5,5,3,3,1,1,5,2,5,3,Direito
35,Sim,6,5,1,1,4,2,1,3,4,1,1,Administração
27,Sim,7,1,1,5,5,4,4,4,2,5,3,Medicina
18,Não,5,3,5,4,2,4,3,1,2,5,3,Medicina
25,Não,3,3,5,3,5,5,3,3,5,3,3,Administração
37,Sim,5,3,3,1,5,1,3,1,4,5,1,Administração
40,Não,5,5,3,2,2,1,5,3,3,5,2,Design
50,Sim,3,2,2,5,2,1,3,5,2,5,1,Direito
38,Não,7,5,2,1,2,2,5,2,3,5,2,Design
19,Não,3,4,5,1,2,4,2,2,2,5,2,Ciência da Computação
28,Não,4,4,2,2,1,3,2,5,1,1,5,Licenciatura em História
44,Não,5,5,5,1,4,2,3,2,4,4,5,Administração
46,Não,4,5,1,5,1,4,2,4,3,2,4,Odontologia
42,Sim,3,1,1,3,4,5,1,4,4,5,1,Direito
37,Sim,3,3,3,5,4,3,2,5,1,5,4,Direito
44,Não,7,1,4,4,4,5,1,4,1,3,3,Odontologia
42,Sim,5,4,5,1,5,1,2,5,5,1,3,Administração
49,Sim,6,4,3,2,4,2,3,5,5,4,3,Direito
37,Não,3,2,2,4,2,3,3,2,3,4,3,Educação Física
50,Sim,6,3,5,1,5,3,1,3,4,1,2,Administração
34,Sim,5,3,3,1,5,1,2,4,1,1,5,Licenciatura em Geografia
27,Não,4,4,2,3,1,4,1,4,2,2,3,Psicologia
39,Sim,5,1,5,2,3,3,1,3,2,3,2,Direito
38,Não,7,5,3,5,5,2,4,5,4,4,4,Direito
33,Não,6,3,4,1,2,2,4,5,4,2,4,Administração
21,Sim,6,5,3,4,5,5,1,2,2,5,3,Engenharia
27,Não,4,4,5,2,1,2,5,2,3,3,3,Design
46,Sim,4,2,2,5,5,1,3,3,3,5,5,Psicologia
31,Sim,3,4,5,4,3,2,3,2,1,4,4,Educação Física
43,Não,5,5,5,2,4,2,3,5,1,5,5,Direito
49,Sim,7,4,3,3,5,1,3,1,3,2,4,Licenciatura em Matemática
36,Sim,3,3,5,4,1,4,4,3,1,5,3,Odontologia
32,Sim,5,5,1,2,3,3,4,1,4,2,1,Administração
50,Sim,4,5,4,5,4,1,1,4,3,1,5,Psicologia
18,Sim,7,2,2,1,5,4,5,1,1,4,3,Design
44,Sim,4,3,4,2,2,1,1,4,1,4,1,Direito
22,Sim,4,1,3,4,5,1,5,3,4,1,2,Administração
25,Não,6,2,3,5,2,5,2,3,3,1,2,Medicina
36,Sim,5,3,1,1,1,3,5,1,4,3,4,Administração
17,Não,3,1,3,5,4,3,5,2,5,1,5,Medicina
24,Não,6,5,3,1,5,5,3,1,5,3,2,Administração
39,Sim,5,2,3,3,4,3,5,5,3,4,1,Direito
19,Não,5,5,4,3,2,3,5,5,2,1,2,Design
20,Não,5,5,1,5,3,2,5,3,1,1,2,Design
41,Não,7,5,5,1,1,1,3,2,2,2,1,Licenciatura em Matemática
31,Sim,6,3,2,1,5,3,3,2,2,4,4,Licenciatura em História
37,Não,3,1,1,2,3,4,1,4,5,5,5,Direito
30,Não,6,3,4,2,1,5,4,5,1,2,2,Design
28,Não,4,5,5,3,2,3,3,4,3,4,4,Direito
33,Não,5,2,5,3,1,4,4,5,3,2,5,Design
25,Não,4,5,2,1,4,1,3,1,3,3,4,Design
29,Não,6,1,5,1,2,1,1,3,5,5,5,Administração
31,Sim,3,3,1,4,1,1,5,4,4,4,5,Direito
34,Não,4,1,5,2,4,3,2,2,2,1,5,Licenciatura em Geografia
49,Não,4,3,4,1,4,2,3,3,1,1,2,Odontologia
22,Sim,7,1,5,1,5,3,1,3,2,1,5,Licenciatura em Matemática
43,Sim,6,1,4,3,5,2,2,4,4,4,5,Direito
39,Não,4,3,5,5,1,5,2,4,5,5,3,Odontologia
43,Não,6,3,2,3,4,2,5,3,2,2,5,Design
50,Sim,3,3,1,1,3,4,5,2,4,2,4,Administração
30,Não,4,4,4,2,4,1,5,3,1,3,2,Design
24,Não,3,1,5,5,2,3,3,1,1,5,4,Medicina
35,Sim,4,4,3,4,1,2,5,1,5,1,5,Administração
46,Não,5,4,3,3,1,1,1,1,3,5,4,Licenciatura em Matemática
30,Sim,7,5,1,4,5,1,5,4,5,5,1,Direito
36,Não,7,4,4,2,4,2,3,3,1,2,2,Licenciatura em Matemática
41,Não,7,4,2,5,5,5,3,1,1,4,4,Odontologia
40,Sim,3,3,2,2,4,1,4,5,5,4,1,Direito
30,Sim,6,3,1,5,1,5,2,1,4,5,2,Medicina
42,Não,7,2,2,4,2,5,5,5,1,3,4,Odontologia
39,Não,4,1,5,4,2,3,2,4,4,3,1,Direito
38,Não,4,4,1,2,2,2,3,2,5,1,2,Administração
35,Sim,5,4,4,5,1,4,1,3,1,4,1,Odontologia
19,Sim,3,1,2,4,5,4,5,3,2,1,3,Medicina
35,Sim,4,3,5,5,4,3,2,1,5,5,4,Administração
